"clm","cmclid","tm","ldab","writingsupport","bookform","chronofrom","chronoto","fullname","shelfmark","pp"
"4564","null","111687","111687","wood","tablet","401","800","United Kingdom, Manchester, University of  Manchester Library - John Rylands Library, Suppl.Copt.","50","null"
"4625","null","107783","107783","papyrus","codex","401","600","U.S.A., Ann Arbor (MI), University of Michigan Library, P.","4162","null"
"4673","null","108581","108581","papyrus","single leaf","401","600","U.S.A., Ann Arbor (MI), University of Michigan Library, P.","6213","null"
"4685","null","107866","107866","papyrus","codex","501","700","U.S.A., Ann Arbor (MI), University of Michigan Library, P.","6868(a)","null"
"4722","null","null","null","papyrus","codex","795","null","U.S.A., New York (NY), The Morgan Library and Museum","M636 (formerly C31)","ff. 1-41 + (42)"
"4951","null","108692","108692","parchment","codex","401","500","France, Paris, Musée du Louvre, E","6795","null"
"5778","null","null","null","parchment","codex","601","800","The Netherlands, Utrecht, Universiteitsbibliotheek, B","2.7","null"
"5781","null","null","null","papyrus","single leaf","301","500","The Netherlands, Utrecht, Universiteitsbibliotheek, B","3.10","null"
"5782","null","749319","749319","papyrus","codex","301","400","The Netherlands, Utrecht, Universiteitsbibliotheek, B","4.15.1-11","null"
"5782","null","749319","749319","papyrus","codex","301","400","The Netherlands, Utrecht, Universiteitsbibliotheek, B","5.11.1-11","null"
"5793","null","749320","749320","papyrus","codex","301","400","The Netherlands, Utrecht, Universiteitsbibliotheek, B","4.16","null"
"5793","null","749320","749320","papyrus","codex","301","400","The Netherlands, Utrecht, Universiteitsbibliotheek, B","4.17","null"
"5795","null","756902","756902","papyrus","codex","701","800","The Netherlands, Utrecht, Universiteitsbibliotheek, B","4.18","null"
"5796","null","756901","756901","papyrus","codex","701","800","The Netherlands, Utrecht, Universiteitsbibliotheek, B","4.19-20","null"
"5798","null","756903","756903","papyrus","codex","701","800","The Netherlands, Utrecht, Universiteitsbibliotheek, B","5.2","null"
"5799","null","756904","756904","parchment","codex","510","700","The Netherlands, Utrecht, Universiteitsbibliotheek, B","5.4.1","null"
"5800","null","null","null","parchment","codex","601","800","The Netherlands, Utrecht, Universiteitsbibliotheek, B","5.4.3","null"
"5801","null","null","null","parchment","codex","401","600","The Netherlands, Utrecht, Universiteitsbibliotheek, B","5.5.1","null"
"5802","null","null","null","parchment","codex","601","800","The Netherlands, Utrecht, Universiteitsbibliotheek, B","5.5.2","null"
"5803","null","null","null","parchment","codex","601","800","The Netherlands, Utrecht, Universiteitsbibliotheek, B","5.5.4","null"
"5804","null","null","null","parchment","single leaf","401","700","The Netherlands, Utrecht, Universiteitsbibliotheek, B","5.6.1","null"
"5805","null","null","null","parchment","codex","601","800","The Netherlands, Utrecht, Universiteitsbibliotheek, B","5.6.2","null"
"5806","null","null","null","parchment","codex","701","900","The Netherlands, Utrecht, Universiteitsbibliotheek, B","5.8.1","null"
"5807","null","null","null","parchment","codex","501","800","The Netherlands, Utrecht, Universiteitsbibliotheek, B","5.8.2","null"
"5808","null","null","null","parchment","codex","501","800","The Netherlands, Utrecht, Universiteitsbibliotheek, B","5.8.3","null"
"5809","null","null","null","parchment","codex","401","700","The Netherlands, Utrecht, Universiteitsbibliotheek, B","5.8.4","null"
"5810","null","null","null","parchment","codex","401","800","The Netherlands, Utrecht, Universiteitsbibliotheek, B","5.8.5","null"
"5811","null","null","null","papyrus","single leaf","301","600","The Netherlands, Utrecht, Universiteitsbibliotheek, B","5.9","null"
"5823","null","null","null","parchment","codex","401","700","The Netherlands, Utrecht, Universiteitsbibliotheek, B","5.12.1","null"
"5824","null","null","null","parchment","codex","401","700","The Netherlands, Utrecht, Universiteitsbibliotheek, B","5.12.2","null"
"5824","null","null","null","parchment","codex","401","700","The Netherlands, Utrecht, Universiteitsbibliotheek, B","5.12.3","null"
"5826","null","null","null","parchment","codex","401","800","The Netherlands, Utrecht, Universiteitsbibliotheek, B","5.12.4","null"
"5827","null","null","null","parchment","codex","401","700","The Netherlands, Utrecht, Universiteitsbibliotheek, B","5.12.5","null"
"5834","null","108780","108780","parchment","codex","401","500","U.S.A., Washington, Smithsonian Institute, Freer","F1908.34 (Coptic Fragment No. 1)","null"
"6254","null","null","null","parchment","codex","701","800","Egypt, Cairo, IFAO, Copte","215B","null"
"6257","CMCL.BF","105708","10855","parchment","codex","550","625","U.S.A., Princeton (NJ), University Library, P. Cotsen","1","null"
"6262","null","108432","108432","papyrus","codex","701","900","Egypt, Cairo, IFAO, Copte","339-348","null"
"6287","null","null","null","papyrus","codex","301","500","Egypt, Cairo, IFAO, Copte","313","null"
"6295","null","107766","107766","papyrus","codex","351","400","Città del Vaticano, Biblioteca Apostolica Vaticana, Pap. Copt.","9","null"
"6296","","107734","107734","parchment","codex","401","500","U.S.A., Princeton (NJ), University Library","Scheide MS 144","null"
"6298","null","144293","144293","papyrus","codex","501","700","Spain, Barcelona, Arxiu Històric de la Companya de Jesús a Catalunya, Palau Ribes","inv. 426 + 427","null"
"6299","null","144293","144293","papyrus","codex","501","700","Spain, Barcelona, Arxiu Històric de la Companya de Jesús a Catalunya, Palau Ribes","Inv. 90","null"
"6300","null","144320","144320","papyrus","codex","501","700","Spain, Barcelona, Arxiu Històric de la Companya de Jesús a Catalunya, Palau Ribes","Inv. 134","null"
"6301","null","108565","108565","papyrus","codex","501","700","Spain, Barcelona, Arxiu Històric de la Companya de Jesús a Catalunya, Palau Ribes","Inv. 6","null"
"6302","null","108574","108574","papyrus","codex","701","800","Spain, Barcelona, Arxiu Històric de la Companya de Jesús a Catalunya, Palau Ribes","Inv. 53","null"
"6303","null","107787","107787","parchment","vertical roll","401","500","Private collection","s.n.","null"
"6305","null","null","null","papyrus","codex","601","700","Finland, Helsink, Private Collection Ilves","s.n.","null"
"6307","null","108540","108540","terracotta","ostrakon","601","800","Austria, Wien, Österreichische Nationalbibliothek - Papyrussammlung, K","K.O. 233","null"
"6308","null","171919","171919","stone","ostrakon","501","800","Germany, Berlin, Staatliche Museen, P.","4925","null"
"6309","null","171920","171920","stone","ostrakon","501","800","Germany, Berlin, Staatliche Museen, P.","4971","null"
"6310","null","108836","108836","stone","ostrakon","701","800","Germany, Berlin, Staatliche Museen, P.","740","null"
"6312","null","171918","171918","stone","ostrakon","501","800","Germany, Berlin, Staatliche Museen, P.","907","null"
"6313","null","108538","108538","terracotta","ostrakon","401","600","United Kingdom, London, BM, EA","14070","null"
"6314","null","108572","108572","terracotta","ostrakon","601","800","Austria, Wien, Österreichische Nationalbibliothek - Papyrussammlung, K","O. 474","null"
"6331","null","107757","107757","papyrus","codex","301","500","U.S.A., Ann Arbor (MI), University of Michigan Library, P.","3521","null"
"6332","null","107936","107936","parchment","codex","401","500","U.S.A., Washington, Smithsonian Institute, Freer","F1908.32 (Coptic Ms. No. 1)","null"
"6333","null","108426","108426","papyrus","vertical roll","301","450","U.S.A., New Haven (CT), Beinecke Rare Book & Manuscript Library","P.CtYBR inv. 1779","null"
"6334","null","107755","107755","papyrus","codex","301","400","United Kingdom, Cambridge, University Library, BFBS","Ms. 137","null"
"6336","null","108687","108687","parchment","null","601","1000","Egypt, Cairo, Coptic Museum","859","null"
"6339","null","108028; 111279","108028; 111279","parchment","codex","501","700","U.S.A., New Haven (CT), Beinecke Rare Book & Manuscript Library","P.CtYBR inv. 846","f. 1"
"6340","null","108029","108029","parchment","codex","501","600","U.S.A., New Haven (CT), Beinecke Rare Book & Manuscript Library","P.CtYBR inv. 1781","f. 1"
"6341","null","108030","108030","papyrus","single leaf","501","700","U.S.A., New Haven (CT), Beinecke Rare Book & Manuscript Library","P.CtYBR inv. 1782","f. 1"
"6343","null","108031","108031","parchment","codex","301","500","U.S.A., New Haven (CT), Beinecke Rare Book & Manuscript Library","P.CtYBR inv. 2118","ff. 1-2"
"6344","null","61661","2811","papyrus","codex","501","600","Germany, Berlin, Staatliche Museen, P.","11914","ff. 1-2"
"6345","null","64981","6222","parchment","single leaf","501","600","Germany, Berlin, Staatliche Museen, P.","21315","null"
"6346","null","369019","369019","parchment","codex","401","700","U.S.A., New Haven (CT), Beinecke Rare Book & Manuscript Library","P.CtYBR inv. 4641","null"
"6347","null","null","null","papyrus","codex","501","700","Egypt, al-Šayḫ ʽIbādah, Storehouse of the Italian Archaeological Mission","null","null"
"6350","null","108693","108693","parchment","codex","601","800","France, Paris, Musée du Louvre, E","10095.C","null"
"6351","null","108689","108689","papyrus","codex","501","700","France, Paris, Musée du Louvre, AF","12763 ","null"
"6352","null","108690","108690","papyrus","codex","501","700","France, Paris, Musée du Louvre, AF","12764 ","null"
"6353","null","108695","108695","papyrus","codex","601","800","France, Paris, Musée du Louvre, AF","12765 ","null"
"6354","null","108691","108691","parchment","codex","601","700","France, Paris, Musée du Louvre, E","6972.B","null"
"6356","null","108697","108697","papyrus","codex","701","800","France, Paris, Musée du Louvre, E","7445 ","null"
"6363","null","null","null","parchment","codex","301","500","U.S.A., Philadelphia (PA), University of Pennsylvania Museum","E 16690 Coptic 1","null"
"6370","null","107965","107965","papyrus","codex","301","400","Belgium, Leuven, Katholieke Universiteit Leuven, Lefort","null","null"
"6370","null","107965","107965","papyrus","codex","301","400","Belgium, Louvain-la-Neuve, Archives, Fonds Lefort","null","null"
"6371","null","107965","107965","papyrus","codex","301","400","Belgium, Leuven, Katholieke Universiteit Leuven, Lefort","null","null"
"6371","null","107965","107965","papyrus","codex","301","400","Belgium, Louvain-la-Neuve, Archives, Fonds Lefort","null","null"
"6376","null","128460","128460","parchment","codex","501","600","Germany, Cologne, Papyrussammlung der Universität zu Köln","P. 20838e","null"
"6379","null","null","null","papyrus","codex","601","800","France, Paris, Institut de Papyrologie de la Sorbonne","2635","null"
"6380","null","108824","108824","terracotta","ostrakon","501","900","United Kingdom, London, BM, EA","19967","null"
"6381","null","110390","110390","stone","ostrakon","401","1000","Egypt, Cairo, Coptic Museum","8138","null"
"6383","null","112629","112629","stone","ostrakon","501","900","Russian Federation, Moscow, Puškin Museum ","I.1.B.529","null"
"6386","null","135855","135855","parchment","single leaf","601","900","Switzerland, Freibug, Bibel+Orient Museum, ÄT","2006.8","null"
"6387","null","100014","100014","papyrus","codex","601","800","Città del Vaticano, Biblioteca Apostolica Vaticana, Pap. Copt.","1","null"
"6413","null","","null","parchment","codex","601","900","Egypt, Cairo, Egyptian Museum, CGC","K33/108 (Box B)","null"
"6438","null","108782","108782","parchment","codex","401","500","U.S.A., Washington, Smithsonian Institute, Freer","F1908.34 (Coptic Fragment No. 2)","null"
"6439","null","108781","108781","parchment","codex","401","500","U.S.A., Washington, Smithsonian Institute, Freer","F1913.29 (Coptic Fragment No. 9)","null"
"6449","null","130506","130506","parchment","codex","401","600","Spain, Monsterrat, Abbey of Montserrat, Roca","inv. 760","null"
"6449","null","130506","130506","parchment","codex","401","600","Norway, Oslo, The Schøyen Collection","MS 1363","null"
"6450","null","130516","130516","parchment","codex","601","700","Spain, Monsterrat, Abbey of Montserrat, Roca","inv. 9","null"
"6457","null","null","null","parchment","codex","401","600","Russian Federation, St. Petersbourg, The National Library of Russia, OLDP","O.150","null"
"6462","null","369919","null","parchment","codex","701","1000","Austria, Wien, Kunsthistorisches Museum","A 663","null"
"6463","null","371279","null","parchment","codex","701","1000","Muzeum Narodowe w Warszawie","null","null"
"6464","null","107938","107938","parchment","codex","501","700","U.S.A., Chicago, The Haskell Oriental Museum of the University of Chicago","10485","null"
"6472","null","108588","108588","papyrus","codex","651","750","U.S.A., New York (NY), The Morgan Library and Museum","C 4","3"
"6473","null","108588","108588","papyrus","codex","651","750","U.S.A., New York (NY), The Morgan Library and Museum","C 4","4"
